Model,Location,Year,Km,FuelType,Transmission,Owner,Efficiency,Engine_cc,Power_bhp,Seats,Price_US_Dollars
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,"11,000",Gasoline,Manual,First,17.01,1600,121.30,5,"$8,353 "
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,"11,000",Gasoline,Manual,First,17.01,1600,121.30,5,"$8,564 "
Hyundai i20 1.2 Asta Option,Kolkata,2018,"11,000",Gasoline,Manual,First,18.60,1200,81.83,5,"$8,915 "
Honda Jazz 1.2 SV i VTEC,Chennai,2017,"11,000",Gasoline,Manual,First,18.70,1200,88.70,5,"$9,476 "
Hyundai Elite i20 Petrol Asta,Chennai,2016,"11,000",Gasoline,Manual,First,18.60,1200,81.86,5,"$11,161 "
Maruti Swift AMT DDiS VDI,Chennai,2018,"11,000",Diesel,Manual,First,28.40,1200,74.00,5,"$11,231 "
Honda City i-VTEC V,Mumbai,2017,"11,000",Gasoline,Manual,First,17.40,1400,117.30,5,"$11,933 "
Maruti Vitara Brezza VDi Option,Hyderabad,2018,"11,000",Diesel,Manual,First,24.30,1200,88.50,5,"$13,197 "
Mercedes-Benz A Class A180 Sport,Pune,2015,"11,000",Gasoline,Automatic,First,15.50,1600,120.70,5,"$22,462 "
Audi A4 35 TDI Premium Sport,Chennai,2016,"11,000",Diesel,Automatic,First,17.11,2000,174.33,5,"$39,309 "
Mini Cooper 5 DOOR D,Mumbai,2016,"11,000",Diesel,Automatic,First,20.70,1400,113.98,5,"$41,415 "
Mercedes-Benz E-Class E 220 d,Mumbai,2018,"11,000",Diesel,Automatic,First,16.10,2000,194.00,5,"$79,321 "
Maruti Alto 800 VXI,Kolkata,2015,"11,110",Gasoline,Manual,First,22.74,800,47.30,5,"$3,299 "
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,"11,200",Diesel,Automatic,First,19.27,2200,167.62,5,"$52,646 "
Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,"11,209",Diesel,Automatic,First,12.62,2200,158.00,7,"$43,732 "
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,"11,241",Diesel,Manual,First,13.68,2400,147.80,8,"$31,658 "
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,"11,287",Diesel,Automatic,First,12.07,3000,241.40,7,"$98,779 "
Maruti Swift AMT VDI,Delhi,2018,"11,500",Diesel,Automatic,First,28.40,1200,74.00,5,"$10,529 "
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,"11,554",Diesel,Manual,First,19.67,1600,126.20,5,"$20,006 "
Maruti Omni E MPI STD BS IV,Kochi,2019,"11,571",Gasoline,Manual,First,16.80,800,34.20,8,"$5,335 "
Hyundai EON Era Plus,Kolkata,2016,"11,583",Gasoline,Manual,First,21.10,800,55.20,5,"$3,861 "
Hyundai i20 1.2 Asta Option,Hyderabad,2018,"11,691",Gasoline,Manual,First,18.60,1200,81.83,5,"$12,495 "
Honda City i-VTEC V,Kochi,2018,"11,732",Gasoline,Manual,First,17.40,1400,117.30,5,"$14,137 "
Maruti Omni E MPI STD BS IV,Mumbai,2013,"11,734",Gasoline,Manual,First,16.80,800,34.20,8,"$3,159 "
Mitsubishi Pajero Sport 4X4 AT,Coimbatore,2019,"11,827",Diesel,Automatic,First,13.50,2400,175.56,6,"$38,060 "
Mini Cooper Convertible S,Mumbai,2014,"11,900",Gasoline,Automatic,First,16.82,2000,189.08,4,"$40,011 "
Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,"11,964",Diesel,Automatic,First,13.22,3000,241.40,5,"$46,259 "
Honda City V MT,Kochi,2018,"11,966",Gasoline,Manual,First,16.80,1400,116.30,5,"$14,432 "
Maruti 800 Std BSIII,Jaipur,2004,"12,000",Gasoline,Manual,Second,16.10,800,37.00,4,$632 
Maruti Wagon R LXI,Mumbai,2010,"12,000",Gasoline,Manual,First,22.50,1000,67.04,5,"$3,440 "
Datsun Redi GO Sport,Bangalore,2017,"12,000",Gasoline,Manual,First,22.70,800,53.00,5,"$4,352 "
Renault KWID AMT RXL,Ahmedabad,2017,"12,000",Gasoline,Automatic,Second,24.04,1000,67.00,5,"$4,563 "
Maruti Alto K10 VXI,Mumbai,2017,"12,000",Gasoline,Manual,First,24.07,1000,67.10,5,"$4,563 "
Hyundai EON Magna Plus,Jaipur,2017,"12,000",Gasoline,Manual,First,21.10,800,55.20,5,"$4,914 "
Maruti Ritz LXi,Mumbai,2016,"12,000",Gasoline,Manual,First,18.50,1200,85.80,5,"$5,124 "
Maruti Celerio VXI AT,Chennai,2016,"12,000",Gasoline,Automatic,Second,23.10,1000,67.04,5,"$5,967 "
Toyota Etios V,Kolkata,2015,"12,000",Gasoline,Manual,First,16.78,1400,88.73,5,"$6,318 "
Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,"12,000",Gasoline,Manual,First,17.00,1200,73.75,5,"$7,581 "
Maruti Swift Dzire Tour LDI,Pune,2018,"12,000",Diesel,Manual,First,23.40,1200,74.00,5,"$7,721 "
Maruti Swift VXi BSIV,Pune,2017,"12,000",Gasoline,Manual,First,16.10,1200,85.00,5,"$7,721 "
Hyundai i20 Active 1.2 S,Mumbai,2015,"12,000",Gasoline,Manual,First,17.19,1200,81.86,5,"$8,143 "
Honda Jazz 1.2 V CVT i VTEC,Mumbai,2015,"12,000",Gasoline,Automatic,First,19.00,1200,88.70,5,"$8,423 "
Maruti Baleno Zeta 1.2,Mumbai,2016,"12,000",Gasoline,Manual,First,21.40,1200,83.10,5,"$8,564 "
Hyundai i20 1.4 Asta,Chennai,2017,"12,000",Diesel,Manual,First,22.54,1400,88.73,5,"$10,248 "
Hyundai i20 1.2 Asta Option,Hyderabad,2017,"12,000",Gasoline,Manual,First,18.60,1200,81.83,5,"$10,880 "
Honda Amaze VX Diesel,Hyderabad,2018,"12,000",Diesel,Manual,First,27.40,1400,98.60,5,"$11,933 "
Toyota Corolla 1.8 J,Delhi,2015,"12,000",Gasoline,Manual,First,14.53,1800,138.00,5,"$15,443 "
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,"12,000",Gasoline,Manual,First,13.44,2400,198.25,5,"$17,900 "
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,"12,000",Diesel,Automatic,First,13.50,2400,175.56,7,"$39,309 "
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,"12,000",Diesel,Automatic,First,10.91,3000,197.00,7,"$47,031 "
Jaguar XJ 3.0L Portfolio,Delhi,2016,"12,000",Diesel,Automatic,First,10.50,3000,271.23,4,"$110,908 "
Maruti Ignis 1.2 Delta,Kochi,2019,"12,076",Gasoline,Manual,First,20.89,1200,81.80,5,"$7,721 "
Audi TT 2.0 TFSI,Delhi,2013,"12,100",Gasoline,Automatic,First,9.90,2000,207.80,2,"$41,415 "
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,"12,153",Gasoline,Automatic,First,18.90,1200,81.86,5,"$9,603 "
Maruti Baleno Alpha,Mumbai,2016,"12,208",Gasoline,Manual,First,21.40,1200,83.10,5,"$9,476 "
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,"12,248",Gasoline,Manual,First,18.90,1200,81.86,5,"$6,879 "
Maruti Celerio ZXI Optional AMT,Kochi,2018,"12,278",Gasoline,Automatic,First,23.10,1000,67.04,5,"$7,904 "
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,"12,336",Gasoline,Manual,First,17.00,1600,121.30,5,"$16,678 "
Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,"12,400",Diesel,Manual,First,21.90,1400,88.80,5,"$6,528 "
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,"12,467",Diesel,Automatic,First,12.80,2000,167.60,5,"$35,996 "
Renault KWID RXT,Jaipur,2016,"12,500",Gasoline,Manual,First,25.17,800,53.30,5,"$3,861 "
Renault KWID RXT,Jaipur,2016,"12,500",Gasoline,Manual,First,25.17,800,53.30,5,"$4,212 "
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,"12,500",Gasoline,Manual,First,19.10,1200,82.00,5,"$5,826 "
Maruti Wagon R VXI BS IV,Kolkata,2016,"12,501",Gasoline,Manual,First,20.51,1000,67.04,5,"$4,914 "
Honda City i VTEC CVT VX,Hyderabad,2017,"12,538",Gasoline,Automatic,First,18.00,1400,117.30,5,"$17,549 "
Maruti Baleno Delta,Mumbai,2016,"12,573",Gasoline,Manual,First,21.40,1200,83.10,5,"$8,143 "
Maruti Alto K10 2010-2014 VXI,Pune,2012,"12,600",Gasoline,Manual,First,20.92,1000,67.10,5,"$3,369 "
Hyundai Verna VTVT 1.6 AT SX Plus,Kochi,2019,"12,645",Gasoline,Automatic,First,17.00,1600,121.30,5,"$16,145 "
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,"12,794",Gasoline,Automatic,First,19.00,1200,88.70,5,"$12,846 "
Datsun GO Plus T,Kolkata,2016,"12,800",Gasoline,Manual,First,19.44,1200,67.00,7,"$4,563 "
Hyundai i20 Sportz Option 1.2,Kochi,2019,"12,800",Gasoline,Manual,First,18.60,1200,81.83,5,"$10,768 "
Maruti Baleno Alpha Automatic,Coimbatore,2018,"12,831",Gasoline,Automatic,First,21.40,1200,83.10,5,"$13,885 "
Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,"12,923",Diesel,Manual,First,25.10,1200,88.50,5,"$12,523 "
Skoda Superb 2.8 V6 AT,Kolkata,2005,"13,000",Gasoline,Automatic,First,9.30,2800,193.10,5,"$4,563 "
Maruti Swift VXI BSIV,Kolkata,2017,"13,000",Gasoline,Manual,First,20.40,1200,81.80,5,"$6,528 "
Hyundai Grand i10 Asta Option,Mumbai,2017,"13,000",Gasoline,Manual,First,18.90,1200,82.00,5,"$7,230 "
Maruti Baleno Zeta 1.2,Delhi,2018,"13,000",Gasoline,Manual,First,21.40,1200,83.10,5,"$9,266 "
Maruti Dzire AMT ZXI Plus,Hyderabad,2017,"13,000",Gasoline,Automatic,First,22.00,1200,81.80,5,"$11,933 "
Hyundai Creta 1.4 E Plus Diesel,Mumbai,2018,"13,000",Diesel,Manual,First,22.10,1400,88.70,5,"$14,741 "
Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,"13,000",Diesel,Manual,First,23.00,1400,98.96,5,"$15,303 "
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,"13,000",Diesel,Automatic,First,17.01,1600,126.20,5,"$20,357 "
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,"13,000",Gasoline,Automatic,First,12.95,2000,152.88,5,"$24,919 "
Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,"13,000",Diesel,Automatic,First,16.55,2000,140.00,5,"$32,290 "
Skoda Superb 2.8 V6 AT,Kolkata,2005,"13,002",Gasoline,Automatic,First,9.30,2800,193.10,5,"$4,563 "
Maruti Wagon R LXI BS IV,Delhi,2015,"13,008",Gasoline,Manual,First,20.51,1000,67.04,5,"$4,914 "
Mahindra Thar DI 4X4,Kochi,2019,"13,024",Diesel,Manual,First,18.06,2400,63.00,7,"$12,790 "
Hyundai EON Era Plus,Kochi,2018,"13,102",Gasoline,Manual,First,21.10,800,55.20,5,"$5,700 "
Maruti Alto K10 VXI,Mumbai,2016,"13,198",Gasoline,Manual,First,24.07,1000,67.10,5,"$4,422 "
Maruti Ertiga ZXI,Mumbai,2014,"13,361",Gasoline,Manual,First,16.02,1400,93.70,7,"$9,547 "
Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,"13,363",Diesel,Manual,First,16.00,2000,140.00,7,"$16,847 "
Mercedes-Benz SLC 43 AMG,Kolkata,2017,"13,372",Gasoline,Automatic,First,19.00,3000,362.07,2,"$75,811 "
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,"13,412",Gasoline,Automatic,First,14.30,1600,103.52,5,"$12,902 "
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,"13,414",Diesel,Automatic,First,17.90,2200,136.00,5,"$43,198 "
Jaguar XF 2.2 Litre Luxury,Kochi,2016,"13,418",Diesel,Automatic,First,16.36,2200,187.70,5,"$47,213 "
Hyundai Grand i10 Sportz,Pune,2016,"13,436",Gasoline,Manual,Second,18.90,1200,82.00,5,"$6,598 "
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,"13,452",Diesel,Automatic,First,12.80,2000,167.60,5,"$35,743 "
Hyundai Elite i20 Petrol Sportz,Delhi,2016,"13,460",Gasoline,Manual,First,18.60,1200,81.86,5,"$9,055 "
Hyundai Elite i20 Petrol Asta,Kochi,2017,"13,460",Gasoline,Manual,First,18.60,1200,81.86,5,"$12,509 "
Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,"13,500",Gasoline,Manual,First,18.15,1200,82.00,6,"$5,265 "
Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,"13,500",Diesel,Automatic,First,17.90,2200,136.00,5,"$35,814 "
Audi A4 35 TDI Premium Plus,Kochi,2015,"13,506",Diesel,Automatic,First,18.25,2000,187.74,5,"$30,409 "
Maruti Baleno Alpha CVT,Kochi,2019,"13,574",Gasoline,Automatic,First,21.40,1200,83.10,5,"$13,351 "
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2015,"13,648",Diesel,Automatic,First,17.11,2000,174.33,5,"$30,086 "
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,"13,689",Diesel,Automatic,First,17.90,2200,136.00,5,"$39,660 "
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,"13,710",Gasoline,Manual,First,16.20,1200,74.00,5,"$6,669 "
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,"13,747",Gasoline,Automatic,First,14.67,1800,177.46,5,"$38,327 "
Maruti Swift VXi BSIV,Pune,2015,"13,769",Gasoline,Manual,Second,16.10,1200,85.00,5,"$6,191 "
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,"13,900",Gasoline,Manual,First,18.88,1400,110.40,5,"$13,337 "
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,"13,913",Gasoline,Manual,First,17.50,1200,88.70,5,"$11,512 "
Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,"13,916",Gasoline,Manual,First,18.90,1200,81.86,5,"$9,041 "
Maruti Wagon R VXI,Kolkata,2015,"14,000",Gasoline,Manual,First,18.90,1000,67.10,5,"$3,931 "
Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,"14,000",Gasoline,Manual,First,18.20,1200,82.50,5,"$4,212 "
Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,"14,000",Gasoline,Manual,Second,17.50,1200,85.80,5,"$4,492 "
Renault KWID Climber 1.0 AMT,Chennai,2018,"14,000",Gasoline,Automatic,First,22.50,1000,67.00,5,"$6,318 "
Hyundai Grand i10 CRDi Magna,Kolkata,2017,"14,000",Diesel,Manual,First,24.00,1200,70.00,5,"$6,458 "
Hyundai Grand i10 Sportz,Jaipur,2015,"14,000",Gasoline,Manual,First,18.90,1200,82.00,5,"$6,458 "
Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,"14,000",Diesel,Manual,First,24.00,1200,73.97,5,"$6,879 "
Maruti Swift LDI,Mumbai,2015,"14,000",Diesel,Manual,First,28.40,1200,74.00,5,"$7,370 "
Hyundai i20 1.2 Spotz,Mumbai,2017,"14,000",Gasoline,Manual,First,18.60,1200,81.83,5,"$8,353 "
Maruti Swift Dzire ZDI,Kolkata,2017,"14,000",Diesel,Manual,First,26.59,1200,74.00,5,"$10,529 "
Maruti Ertiga VDI,Mumbai,2018,"14,000",Diesel,Manual,First,25.47,1200,88.50,7,"$12,986 "
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,"14,000",Diesel,Manual,First,21.50,1400,108.50,5,"$13,899 "
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,"14,000",Gasoline,Automatic,First,14.80,1400,121.36,5,"$14,025 "
Honda City i VTEC VX Option,Ahmedabad,2018,"14,000",Gasoline,Manual,First,17.40,1400,117.30,5,"$15,794 "
Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,"14,000",Diesel,Automatic,First,17.60,1600,126.20,5,"$15,794 "
Honda City i VTEC CVT VX,Hyderabad,2016,"14,000",Gasoline,Automatic,First,18.00,1400,117.30,5,"$16,145 "
Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,"14,000",Diesel,Automatic,First,12.62,2200,158.00,7,"$44,911 "
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,"14,000",Diesel,Automatic,First,18.12,2000,190.00,5,"$49,137 "
Audi A4 35 TDI Technology,Hyderabad,2017,"14,000",Diesel,Automatic,First,18.25,2000,187.74,5,"$60,368 "
Hyundai i20 Sportz 1.2,Mumbai,2017,"14,001",Gasoline,Manual,First,18.60,1200,81.83,5,"$8,072 "
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,"14,061",Diesel,Manual,First,21.90,1400,88.76,5,"$10,389 "
Hyundai i20 Magna 1.2,Kochi,2017,"14,064",Gasoline,Manual,First,18.60,1200,81.83,5,"$9,252 "
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,"14,076",Diesel,Automatic,First,11.36,2800,171.50,7,"$27,236 "
Hyundai EON Sportz,Coimbatore,2016,"14,077",Gasoline,Manual,First,21.10,800,55.20,5,"$5,545 "
Tata Nano XT,Coimbatore,2017,"14,149",Gasoline,Manual,First,23.90,600,37.48,4,"$4,872 "
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,"14,165",Diesel,Automatic,First,11.36,2800,171.50,7,"$27,573 "
Hyundai Elite i20 Petrol Sportz,Kochi,2018,"14,223",Gasoline,Manual,First,18.60,1200,81.86,5,"$10,277 "
Tata Hexa XTA,Coimbatore,2019,"14,233",Diesel,Automatic,First,17.60,2200,153.86,7,"$25,060 "
Audi TT 2.0 TFSI,Kochi,2014,"14,262",Gasoline,Automatic,First,9.90,2000,207.80,2,"$38,397 "
Porsche Cayenne Base,Kochi,2019,"14,298",Gasoline,Automatic,First,13.33,3000,340.00,5,"$2,836 "
Hyundai EON Magna Plus,Kochi,2019,"14,322",Gasoline,Manual,First,21.10,800,55.20,5,"$5,939 "
BMW 3 Series 320d Luxury Line,Coimbatore,2016,"14,351",Diesel,Automatic,First,18.88,2000,184.00,5,"$49,909 "
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,"14,470",Diesel,Automatic,First,19.71,2200,201.15,5,"$54,050 "
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,"14,500",Gasoline,Automatic,First,14.67,1800,177.46,5,"$29,131 "
Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,"14,576",Gasoline,Manual,First,17.00,1200,73.75,5,"$9,392 "
Maruti Swift VXI BSIII W/ ABS,Kochi,2018,"14,589",Gasoline,Manual,First,16.10,1200,88.20,5,"$7,932 "
Mahindra XUV500 W8 4WD,Kolkata,2017,"14,600",Diesel,Manual,First,16.00,2200,140.00,7,"$20,357 "
Hyundai i20 Asta Option 1.2,Coimbatore,2017,"14,618",Gasoline,Manual,First,18.60,1200,81.83,5,"$11,386 "
Ford Endeavour Titanium 4X2,Coimbatore,2019,"14,648",Diesel,Manual,First,12.62,2200,158.00,7,"$38,411 "
Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,"14,656",Diesel,Manual,First,24.40,1200,71.00,5,"$9,813 "
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,"14,700",Gasoline,Manual,First,18.90,1200,81.86,5,"$7,862 "
Hyundai EON Sportz,Coimbatore,2014,"14,799",Gasoline,Manual,First,21.10,800,55.20,5,"$5,812 "
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,"14,800",Gasoline,Manual,First,17.01,1600,121.30,5,"$6,177 "
Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,"14,800",Gasoline,Manual,First,17.00,1200,73.75,5,"$7,693 "
Maruti Alto LXi BSIII,Kochi,2012,"14,814",Gasoline,Manual,Second,19.70,800,46.30,5,"$3,468 "
Honda Brio S MT,Coimbatore,2016,"14,821",Gasoline,Manual,First,19.40,1200,86.80,5,"$7,539 "
Mini Cooper 5 DOOR D,Kochi,2019,"14,857",Diesel,Automatic,First,20.70,1400,113.98,5,"$44,293 "
Maruti Baleno Alpha Automatic,Hyderabad,2017,"14,900",Gasoline,Automatic,First,21.40,1200,83.10,5,"$12,074 "
Hyundai i20 Magna Optional 1.2,Coimbatore,2015,"14,925",Gasoline,Manual,First,18.50,1200,82.90,5,"$7,539 "
Maruti Baleno Delta 1.2,Pune,2016,"14,930",Gasoline,Manual,First,21.40,1200,83.10,5,"$8,213 "
Hyundai i20 1.2 Magna Executive,Kochi,2018,"14,960",Gasoline,Manual,First,18.60,1200,81.83,5,"$8,802 "
Honda Jazz VX Diesel,Chennai,2016,"14,980",Diesel,Manual,First,27.30,1400,98.60,5,"$10,389 "
Datsun redi-GO T,Kolkata,2016,"15,000",Gasoline,Manual,First,22.70,800,53.64,5,"$3,159 "
Maruti Omni E MPI STD BS IV,Jaipur,2015,"15,000",Gasoline,Manual,First,16.80,800,34.20,8,"$3,299 "
Maruti Swift VXI,Mumbai,2012,"15,000",Gasoline,Manual,First,18.60,1200,85.80,5,"$5,124 "
Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,"15,000",Gasoline,Manual,First,13.70,1400,98.79,8,"$5,265 "
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,"15,000",Gasoline,Manual,First,16.47,1200,74.00,5,"$5,475 "
Renault KWID Climber 1.0 MT,Delhi,2017,"15,000",Gasoline,Manual,First,21.70,1000,67.00,5,"$5,967 "
Hyundai Grand i10 Sportz,Chennai,2015,"15,000",Gasoline,Manual,First,18.90,1200,82.00,5,"$6,879 "
Hyundai Grand i10 Asta Option AT,Mumbai,2016,"15,000",Gasoline,Automatic,First,18.90,1200,82.00,5,"$7,511 "
Hyundai Grand i10 AT Asta,Chennai,2015,"15,000",Gasoline,Automatic,First,18.90,1200,82.00,5,"$7,721 "
Volkswagen Vento 1.6 Comfortline,Mumbai,2017,"15,000",Gasoline,Manual,Second,16.09,1600,103.50,5,"$9,968 "
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,"15,000",Gasoline,Manual,First,18.88,1000,123.24,5,"$11,231 "
Honda WRV i-VTEC VX,Hyderabad,2017,"15,000",Gasoline,Manual,First,17.50,1200,88.70,5,"$12,495 "
Honda City i-VTEC CVT ZX,Mumbai,2017,"15,000",Gasoline,Automatic,First,18.00,1400,117.30,5,"$17,816 "
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,"15,000",Diesel,Automatic,First,19.27,2200,170.00,5,"$40,011 "
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,"15,000",Diesel,Automatic,First,12.90,2800,174.50,7,"$42,117 "
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,"15,000",Diesel,Automatic,First,10.91,3000,197.00,7,"$46,329 "
Mini Cooper Convertible S,Mumbai,2016,"15,000",Gasoline,Automatic,First,16.82,2000,189.08,4,"$49,137 "
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,"15,000",Diesel,Automatic,First,13.00,3000,265.00,5,"$97,571 "
BMW X5 X5 M,Chennai,2017,"15,000",Diesel,Automatic,First,15.97,3000,258.00,5,"$98,273 "
Hyundai Xcent 1.2 Kappa SX,Kochi,2017,"15,029",Gasoline,Manual,First,19.10,1200,82.00,5,"$8,494 "
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,"15,050",Diesel,Manual,First,16.30,2000,170.00,5,"$24,568 "
Maruti Baleno Delta,Kochi,2017,"15,134",Gasoline,Manual,First,21.40,1200,83.10,5,"$8,943 "
Honda WRV i-VTEC VX,Kochi,2018,"15,135",Gasoline,Manual,First,17.50,1200,88.70,5,"$13,042 "
Hyundai i10 Sportz 1.2 AT,Pune,2013,"15,200",Gasoline,Automatic,Second,16.95,1200,78.90,5,"$5,405 "
BMW X1 sDrive 20d Exclusive,Mumbai,2012,"15,200",Diesel,Automatic,First,15.06,2000,177.00,5,"$18,953 "
Maruti Ciaz 1.4 AT Alpha,Hyderabad,2017,"15,234",Gasoline,Automatic,First,19.12,1400,91.10,5,"$13,969 "
Hyundai Grand i10 Asta,Kolkata,2015,"15,305",Gasoline,Manual,First,18.90,1200,82.00,5,"$5,265 "
Hyundai EON Era Plus,Kochi,2018,"15,334",Gasoline,Manual,First,21.10,800,55.20,5,"$5,180 "
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,"15,356",Gasoline,Manual,First,18.90,1200,81.86,5,"$6,669 "
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,"15,379",Gasoline,Automatic,First,23.84,1200,83.83,5,"$9,785 "
Tata Tiago 1.2 Revotron XT,Kochi,2017,"15,386",Gasoline,Manual,First,23.84,1200,84.00,5,"$7,174 "
Honda Amaze VX i-DTEC,Chennai,2016,"15,388",Diesel,Manual,First,25.80,1400,98.60,5,"$10,529 "
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,"15,399",Gasoline,Manual,First,18.70,1200,88.70,5,"$8,985 "
BMW X1 sDrive 20d xLine,Coimbatore,2019,"15,456",Diesel,Automatic,First,20.68,2000,190.00,5,"$51,439 "
Maruti Wagon R LXI,Kochi,2011,"15,466",Gasoline,Manual,First,22.50,1000,67.04,5,"$4,717 "
Maruti Omni MPI STD BSIV,Coimbatore,2017,"15,473",Gasoline,Manual,First,16.80,800,34.20,5,"$5,026 "
Maruti Swift Dzire VXi,Mumbai,2012,"15,500",Gasoline,Manual,First,17.50,1200,85.80,5,"$5,265 "
Maruti Baleno Sigma 1.2,Mumbai,2017,"15,544",Gasoline,Manual,First,21.40,1200,83.10,5,"$7,932 "
Hyundai i10 Sportz 1.1L,Mumbai,2011,"15,590",Gasoline,Manual,First,19.81,1000,68.05,5,"$3,159 "
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,"15,731",Gasoline,Manual,First,15.29,1600,121.30,5,"$17,535 "
Mahindra KUV 100 G80 K8,Jaipur,2018,"15,900",Gasoline,Manual,First,18.15,1200,82.00,6,"$8,774 "
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,"15,976",Diesel,Automatic,First,17.90,2200,136.00,5,"$51,607 "
Maruti Ciaz 1.4 Zeta,Kochi,2018,"15,982",Gasoline,Manual,First,20.73,1400,91.10,5,"$13,983 "
Hyundai i20 1.2 Asta Option,Coimbatore,2018,"15,985",Gasoline,Manual,First,18.60,1200,81.83,5,"$10,908 "
Renault KWID RXT Optional,Mumbai,2016,"16,000",Gasoline,Manual,First,25.17,800,53.30,5,"$4,198 "
Honda Brio E MT,Chennai,2015,"16,000",Gasoline,Manual,First,19.40,1200,86.80,5,"$6,107 "
Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,"16,000",Gasoline,Manual,First,17.00,1200,73.75,5,"$7,581 "
Hyundai Grand i10 Sportz,Bangalore,2016,"16,000",Gasoline,Manual,First,18.90,1200,82.00,5,"$8,072 "
Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,2017,"16,000",Gasoline,Automatic,First,17.01,1400,110.40,5,"$8,353 "
Maruti Baleno Alpha,Chennai,2016,"16,000",Gasoline,Manual,First,21.40,1200,83.10,5,"$9,757 "
Jaguar XF Aero Sport Edition,Delhi,2012,"16,000",Diesel,Automatic,First,16.36,2200,187.70,5,"$44,925 "
